"var1_name","var2_name","var3_name","Intercept_coef","var1_coef","var2_coef","var3_coef","Intercept_sign","var1_sign","var2_sign","var3_sign","Intercept_pval","var1_pval","var2_pval","var3_pval","Rsq","adj.Rsq","ADF_pval","PP_pval","var1_vif","var2_vif","var3_vif","DW_pval","SW_pval","BP_pval"
"lag0_VIX","lag0_CPI.Ygr","lag1_BBB.Rt","1.66516164892713","-0.0230874724170486","0.375365782667768","-0.288562712412382","+","-","+","-","0.0829179024781916","0.0872874506070833","0.069286178282097","0.0563390890339335","0.473771235376444","0.368525482451732","0.508253486137133","0.0815467791600726","1.08363626706328","1.04040045229658","1.1104406342059","0.284246656741487","0.234545186679278","0.41931921726938"
